transcript_id,chunk_id,source_file,window_start,window_end,text,binary_hit,predicted_probability,predicted_label
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,26,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,0:52:00,0:54:00,"[52:00–52:30]
Thanks to sound financial management, steady donor support, and the success of events like Fireflies
and Food Trucks, Groove, and the Limelight Challenge, the Foundation is now funding two staff
members, a part time supplemental position for clerical support, and a full time development
director. We are thrilled to have found that development director in none other than Miss Janet
Tice. Ms. Tice's experience, historical knowledge of the foundation, and strong

[52:30–53:00]
relationships with community stakeholders positioned her as the ideal candidate for this position,
which she officially began in June of this year. The development director plays a crucial role in
identifying, cultivating, and soliciting potential donors for the foundation, and is responsible for
leading the organization's fundraising efforts, managing fundraising campaigns, and fostering
relationships with individuals, foundations,

[53:00–53:30]
Corporate sponsors and KDISD staff. With this position in place, the Education Foundation's
organizational chart strategically divides responsibilities between the Foundation funded
development director and the KDISD Partners in Education Executive Director, Karen Lewis, with two
with the two positions working in close collaboration. While the development director oversees all
fundraising efforts.

[53:30–54:00]
Efforts and committees. The Executive Director works closely with the Foundation Board of Directors
as the district's liaison with the Foundation, administers our teacher grant processes, and ensures
alignment of the Education Foundation's activities with KDISD policies, procedures, and priorities
set forth by KDISD Board of Trustees. We believe that this division of duties will further enhance
the work of the Foundation.",0,0.2806539921107575,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,27,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,0:54:00,0:56:00,"[54:00–54:30]
within district operations and throughout the community. Our foremost mission is to provide
inspiring imagination teacher grants. This year, the Education Foundation awarded $455,000 in
teacher grants. As we commence our 13th year, we take pride in having distributed a cumulative total
of $3.5 million in inspiring imagination teacher grants. In 12 years of grants, we have awarded
$800.

[54:30–55:00]
We have awarded 880 grants to 3,296 teachers, benefiting over 42,000 students per year. Our success
is largely driven by the remarkable backing from leaders in the KD ISD School District, this board,
as well as our own board of directors, and the KD community. Moreover, our foundation investors who
commit to regular annual contributions play a significant role, notably over

[55:30–56:00]
50 percent of our annual funds are sourced from these businesses and individual contributors. We are
grateful to the KDISD Board of Trustees for your continued support of our Foundation's work. Special
thanks to Ms. Rebecca Fox, who serves as your representative to our Board of Directors, and to Dr.
Grigorski and his leadership team, including the Partners in Education team who are exceptionally
supportive of our work. Thank you. Thank you.",1,0.3567924636481672,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,28,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,0:56:00,0:58:00,"[56:00–56:30]
so much. And I tell you what, it's it's just awesome. Uh three and a half million in grants in
twelve years, four hundred and fifty five thousand um this past year, just fantastic. Uh it's
amazing. It's a great organization, and it's also a really fun organization. So I need to take
advantage of all the opportunities to donate, all the opportunities to participate in in the uh
different uh events, fundraising events, which is which is awesome, and uh they're awesome, and uh
you know it it it's a great

[56:30–57:00]
great service to the community and to KDISD. So I really um really commend uh KDIST Educational
Foundation. Uh I was on the advisory board or an advisory two years ago and it was like the most fun
of all. Uh but anyway, uh any any comments or questions uh from other trustees? Mr. President? I
have a list of questions I would like to ask just I told him I was gonna ask a bunch of questions so
they so he'd be ready, but uh Mr. President. Ms. Tee. Um I I served as a

[57:00–57:30]
I I served as an advisor last year, and I just wanted to say thank you because you do a lot as far
as maximizing the growth of the funds that Katie Education Foundation receives and thank you for
your leadership in that because you're we're able to reach more students because of your time and
commitment and gifting. So thank you. Thank you. It's an honor to be a part of the team. It really
is. Thank you. Mr. President. Ms. Fox. Thank you so much for being here. I look forward to this
report every year. And as a founding Judy.

[57:30–58:00]
Judy Snyder, Chris Crockett, and I were like, we need one of those education foundations. And so we
told um Superintendent Fraley and we went to visit some and just bringing that here just elevated
KDISD and like we wanted to give teachers an opportunity to have that creative opportunity that they
don't get when they're doing curriculum, you know, constantly. And seeing those big dreaming
teachers come up with the most innovative grants and to be awarded, they feel like they've hit the
lottery, right? They feel like they're superstars as they are.",0,0.12238954579105643,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,29,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,0:58:00,1:00:00,"[58:00–58:30]
And I love how the Education Foundation doesn't award everyone. They choose the best. They have all
these scores that make sure that the quality of the grant is solid and that it will serve students
and serve over time, not just consume the money and and be done. I've served on the committee of
scoring one time and it was too hard. I was like, uh uh no Miss Tyson, um I can't do that. I can't
choose. And being a constant investor is a joy because I know that

[58:30–59:00]
that is going right back to classrooms and impacting students. And it's the thing that sets us
apart. And three and a half million dollars, four hundred and fifty-five thousand, is that the most
we've ever done in one year? Yes. Right. It's so great. And the MOU, the the memo of under
memorandum of understanding that we created at the very beginning is serving us well. And to see
that the foundation is becoming so successful that you're taking on your own ownership and you're
paying salaries for the for the people when we shared everything from KDSD in the beginning, we knew
it would happen.

[59:30–01:00:00]
and watching it happen just makes my soul burst. And seeing those teachers in that room at the
reception today is like there why we do what we do is just to encourage them and to sit around the
table, Mrs. Teamy and Mr. Perez will understand, and see all the board of director people who are
all volunteers and they have three letters over and over and over after their names, right?",0,0.2273438574956087,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,30,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:00:00,1:02:00,"[01:00:00–01:00:30]
Like comma, comma, comma, like you do, and you give up your time to help teachers because that helps
students and it makes our community better and it makes it more desirable for people to be in KD and
in KDI C D. And so to see all of these very important, super busy people say, I'm in. And namesakes
out the wazoo, right? Everybody believes in it, and teachers feel honored, and I'm super grateful to
Mrs. Tice, to Mrs. Lewis, and to all of you. I just wanted to say thanks. Thank you. Mr. Thank you
very much.

[01:00:30–01:01:00]
Mr. President. So Mr. Sansel, thank you for coming. And I just want to say too, we we do uh uh touch
a lot of the students at 63,000 out of 95, so that's pretty good. But I just wanted to say the best
part of it is when we get to actually see the grant in and work. You know, like when we are actually
accidentally out of campus and the music teacher says, Hey, you want to see the grant? We got that
that's really, really and to see the excitement. And also the children really get into it. They have
big celebrations. I've actually

[01:01:00–01:01:30]
I've I've I've been in a class before where they were awarded the grant, and then the kids all get
excited. It's so good. Thank you. Thank you. Thank you so much. Okay, thank you. It's an awesome
thanks for the thanks for the report. Appreciate it. And now we move on to uh 8.2, which is uh a
presentation regarding uh Miller Career Technology Center, providing real world experiences while
preparing students for successful careers. And our presenters are Kelly Carrilla, principal of
Miller Career and

[01:01:30–01:02:00]
Technology Center and also Dr. Sane Bell. Sanee Bell. Welcome. Good evening, President Perez, Dr.
Gogorski, and board members. I am here tonight to kick off a series of presentations, academic
presentations that will focus on different programs that we have throughout the district. And to
start us off tonight with this is Principal Carilla. And you see she has her Miller Career staff
here with her to really showcase and highlight the great learning experiences that happened at
Miller. So turn it over to Prince Miller.",0,0.17182832752682975,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,31,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:02:00,1:04:00,"[01:02:00–01:02:30]
Turn it over to Principal Corilla. All right, good evening, President Perez, board members, and Dr.
Grigorski. We are very, very excited to be here tonight to kick this series off, talking all about
Miller Career and Technology Center and all that we do to prepare students for that next step,
whatever that might be. First thing I think we really need to talk a little bit about is what is
Miller. Um, I think sometimes people have a little bit of misconception about what Miller is, what
Miller isn't, and some people maybe have never even heard about Miller.

[01:02:30–01:03:00]
so we're gonna start with a video. Hopefully, it will play. So, what is Miller? Miller is a
community.

[01:03:00–01:03:30]
A home for creativity and craftsmanship. Here we don't learn just to learn. We develop real world
skills. Where passions and dreams become reality.

[01:03:30–01:04:00]
Future into the life we want. So what is Miller? This is Miller.",0,0.22332694125917668,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,32,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:04:00,1:06:00,"[01:04:30–01:05:00]
All right, so Miller really is when we talk about it, logistically, it is a central site, a central
campus for uh career and technical education classes that aren't offered on a student's home campus.
They can be offered at this one site for 11th and 12th graders who come to us for half a day. But
obviously, from the video, you can see Miller is so very, very much more. We are a community. These
students on the next few slides, you're gonna see they are our very first group, a few members of
our very first group of MCTC student ambassadors, which is a program we're starting this year where
we're

[01:05:00–01:05:30]
Year, where we have representation from every one of our programs and every one of our high school
campuses. When we do our recruiting events, they're gonna kind of be our helpers. When we're out on
all their campuses, they're gonna help have that student perspective and talk to maybe prospective
students about what they do and their experience at Miller. So you'll kind of see some quotes from
them and pictures of them while I talk about some general information. But we are a community. We
are very, very representative of the KDISD community, and that's something we take very seriously at
Miller. We always look at the demographics of our district, look at who we're recruiting, who we're
accepting into Mellow.

[01:05:30–01:06:00]
Who were accepting into Miller and making sure that that mirrors what the district uh what the
district has and it does. Uh, we're also a combination of obviously all of the high school students
coming together with a like minded cause. They're trying to figure out is this what I want to do for
the rest of my life? So we uh build that community. Our teachers do that in their classrooms every
day, uh, even further than in their classrooms. All of our teachers are very well connected to
industry professionals still through CTE advisory councils, so they help our students network too
for whatever that next step might be, whether that's college, a technical school, or into a
potential career.",0,0.5580104975932572,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,33,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:06:00,1:08:00,"[01:06:00–01:06:30]
connecting them with business partners. We are a home for creativity and craftsmanship. This is one
of our architecture students, and in our first class that we offer at Miller in the architecture
program, students are actually connected with a real client. I say real, it's a job that is not
necessarily being built this year, but something that a person would like to build a residential
home. They have to give the plot of land, the area, and they give the student all the ideas for what
they want included in that home.

[01:06:30–01:07:00]
The student literally takes it from the site plan all the way through the end of the year for design
options and has to present their design to a board of architects and then to whoever the client
might be. And so they get to use their creativity. They really get to hone in on those
professionalism skills too, working with a real client, emailing them, talking with them in person,
talking with them on the phone, too. So just a really kind of cool experience for creativity and
craftsmanship. We are a place where students don't learn just to learn. There's a mission, there's
an in state.

[01:07:00–01:07:30]
There's an end statement. There's something that that student is really trying to accomplish when
they're learning in our classrooms. As you can say, see, Isabella was talking about our teachers
being really involved. That's one really unique thing about Miller. Based on us being a district of
innovation or DOI, we're un we're able to hire uncertified teachers who have a background in that
particular field and then they're locally certified based on their credentials. So for some of my
teachers that are even going to talk tonight, they have a background many, many years in the fields
in which they are teaching. I'll talk about criminal justice, who isn't

[01:07:30–01:08:00]
here tonight. My law enforcement teacher was a KDISD police officer for years. My criminal, I'm
sorry, my legal studies teachers, one of them was a probation officer and one was a former lawyer.
So we have teachers like that all across the building that really provide unique experiences to
students. At Miller, we develop real world skills. We have labs. We're gonna kind of show some of
those spaces then, too. And many of you have toured Miller, so you're very familiar with it. But
students really get those hands on experiences. Our mission statement is to develop college and
career ready students through engaging real world.",0,0.453238133651421,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,34,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:08:00,1:10:00,"[01:08:30–01:09:00]
experiences. And so that's what we try to do every day in our spaces. Miller's a place where
passions and dreams become reality. This is one of our students, Gia Patel, who's in clinical
rotation. She wants to work maybe as a pediatric nurse, and she's gonna be in the NICU in her first
rotation. So she's gonna really get to see firsthand is this what I want to do? Maybe somewhere else
in the healthcare field as she does her rotations at the hospitals, can kind of get to explore. And
we also exist something we don't talk about often is we exist for those students who come to us and
realize this is definitely not what.

[01:09:00–01:09:30]
I want to do. Perhaps they go into vetmed because they love animals. They have a heart for animals,
but realize I don't want to have to deal with sick, hurting animals that might potentially, you
know, not make it, things like that. So we we really delve into what the career field is in each of
our areas, each of our programs. And then lastly, we really do want students to build their future
into the lives they want with the experiences they get at Miller. In each of our career programs,
students can leave with an actual certification or licensure. So there's something that they can, if
they want to go straight into the workforce, they can use that certification or license.

[01:09:30–01:10:00]
If they want to get into college to continue to pursue that further, they can work maybe a better
paying job while they're in college, or just have their foot in the door even to get into a college
of their choice. So lots of different opportunities. And now is definitely the most important and
most fun part of the presentation. That's where my teachers are going to get to talk about their
programs. We are only highlighting five. We have 19 programs. I think each of you has our what we
call our big book that highlights each of those 19 programs. But tonight we're going to hear from,
I'll introduce all my teachers first.",0,0.6132294204278596,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,35,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:10:00,1:12:00,"[01:10:00–01:10:30]
First, automotive, we've got Jason Hallbeison here with us, one of our auto instructors. For
clinical rotations, we have two of our clinical teachers here with us, Jayla Verner and Laurie
Conrad. For Culinary Arts, we have our brand new teacher with us tonight, Gabby Luckett. Uh, digital
audio, we have Nathan Vanderest to talk to us about his program. And then lastly, we have our
veterinary medicine. We've got our teen lead here to talk to us tonight, and that's Ashley Bowen. So
they're gonna come up kind of one at a time, and I'll flip through the presentation while they're
talking a little bit more about their programs.

[01:10:30–01:11:00]
So my program, we have two two sections of it. One is Auto One, the other is Auto Two. In the Auto
One program, the students will learn basic maintenance skills such as oil changes, brake jobs,
things like that. Year two, the auto advanced program, they will get into things electrical power
steering, we'll do electrical suspension and engine performance. As far as hands-on experiences go,

[01:11:00–01:11:30]
On experiences go. The students engage in a variety of hands on projects. They do things such as
vehicle inspections, multi point inspections, oil changes, brake jobs. The second year students will
also do complete suspension rebuilds, four wheel alignments, and we've even done engine
replacements. As far as certifications, we uh we offer the students the automotive service
excellence or ASE certification.

[01:11:30–01:12:00]
This consists of 10 different exams. The students are able to take 10 different exams. They can pick
or choose which ones they want. Achieving this certification can significantly enhance their
employability by demonstrating their knowledge and skills to potential employers. We do have an
enterprise business. It is a working shop. It's called the Garage at Miller. The students perform
repairs and maintenance on customer vehicles, which are scheduled through our auto shop aid.
Additionally, we handle much of the maintenance for the KDISD.",0,0.4721964486233853,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,36,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:12:00,1:14:00,"[01:12:00–01:12:30]
White Fleet, which includes the technology vans, the trucks, and even the ag trucks. This provides
the students with a range of hands on experiences. And we have a couple of success stories. A lot of
our students, former students, we have, they are working at dealerships like BMW, Lexus. I have one
at Porsche. One of our recent female students, she attended Wiotech, graduated top of her class, and
is working at Sewell Mercedes.

[01:13:00–01:13:30]
Um additionally, uh I also graduated from Miller in 1988. I spent 25 years working for Ford and have
come back to teach the next generation of AutoTex. All right, next up is Clinical Rotations. I'm
Jayla Werner. This is Laurie Conrad. We're representing Clinical Rotations. Thank you for having us.
Um Clinical Rotations is a one-year program tailored for senior students interested in healthcare
careers. To enroll students must have completed coursework in medical terminology.

[01:13:30–01:14:00]
Terminology, principles of health science, and health science theory. Our program is led by a team
of five instructors with diverse healthcare backgrounds, including two nurses, a paramedic, a
respiratory therapist, and an exercise physiologist. This diversity ensures students receive a well-
rounded education from multiple perspectives. Students gain both theoretical knowledge and hands-on
experience, preparing them to become EKG technicians and patient care technicians. Our curriculum
covers vital areas such as basic.",0,0.461252354700965,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,37,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:14:00,1:16:00,"[01:14:00–01:14:30]
life support, vital signs, cardiac anatomy and physiology, and interpreting 12 lead EKGs.
Additionally, they develop crucial bedside care skills like phlebotomy. We offer a blend of
classroom instruction, skills labs, and simulations using state-of-the-art equipment, ensuring
students are thoroughly prepared before entering real-world environments. We are so proud to partner
with local hospitals such as Memorial Herman Katie, Methodist West, and Encompass Health, where
students complete rotations.

[01:14:30–01:15:00]
in departments like the ER, OR, ICU, NICU, MedSurge, Radiology, and many more. These hospital
rotations are where students connect classroom theory to real world practice, and it's incredibly
rewarding as instruct as instructors to witness those aha moments when it all comes together. Our
students are well prepared to sit for two national certification exams through the accredited
National Health Career Association. So I want to share some numbers with y'all, some pretty amazing
numbers.

[01:15:00–01:15:30]
we think. Since 2019, we have had 857 students sit for the EKG Technician Certification Exam with
846 passing. That is an impressive 98.7% program pass rate compared to the national average of 71%.
So our students do really well on this exam and that's not just for high school learners, that's
adult learners as well. For the patient care technician exam since 2020 we have tested 807 students
with 795 passing.

[01:15:30–01:16:00]
Passing. So that's 98.5% program pass rate and higher than the national average of 75%. I wasn't
planning on saying this, but since we had a presentation on grants, I just thought I would throw
this in there. We really feel like our program has benefited from 50,000, nearly 50,000 in grants,
the health science program, and it's huge for preparing our students, the equipment that we've been
able to purchase. These certifications enable students to either step directly into healthcare roles
or use their accomplishments as a foundation for further.",1,0.5771825372787458,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,38,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:16:00,1:18:00,"[01:16:00–01:16:30]
education. Many of our students also secure employment at local hospitals and clinics while they're
working towards their degrees. We are constantly inspired by our students' success stories, whether
they're being accepted into their dream colleges, earning scholarships. We hear back from many and
they attribute their clinical rotations experience to their educational advancement or landing their
jobs where they completed their rotations. Their achievements reflect the strength of our program.
We love hearing back from them. We love receiving photos on their first days of nursing school or
med school or.

[01:17:00–01:17:30]
you know their first days first days of work. What we do here at Miller is truly one of the most
rewarding jobs. Um, brings us immense joy to be a part of our students' journeys in KDISD. Next up
we have Culinary Arts. Hello, my name is Chef Gabrielle Luckett. I am a first year culinary arts
instructor at Miller. Our culinary arts program is a two year program consisting of Culinary One
Foundations of Restaurant Management and Culinary Practicum. So our first year students will first
complete their serve safe manager.

[01:17:30–01:18:00]
Certification. This is a nationally accredited certification that is designed to ensure that
managers, their employees, owners, and anyone that steps foot in a food service operation has the
knowledge to keep the public safe from any kind of foodborne illness outbreak. Once they've
completed their certification, uh we then move on to other units such as culinary math, knife
skills, baking and pastries, meats, poultries, seafoods, soup stocks, and sauces, and that's just
scratching the uh the surface of my class. Uh we set the foundations, cooking methods, food safety,
and",0,0.33962314191623255,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,39,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:18:00,1:20:00,"[01:18:00–01:18:30]
It's food safety and culinary essentials, and that will become the stepping stones of our culinary
two practicum class. So our year two students who are taking practicum and culinary arts will
utilize their knowledge and techniques and cooking skills to operate our three culinary arts
enterprise businesses. We have the Old Town Bistro, which is our student run restaurant, open for
breakfast and brunch and lunch. We're going to be opening up October 30th, Tuesday through Thursday.
We have our quick surface counter that serves our staff, our students, Tuesday through Friday, both
breakfast and lunch. And we also have a case.

[01:18:30–01:19:00]
And we also have a catering enterprise that you can order through our kitchen manager, Ms. Chef
Delaney, online. We have had multiple students who are currently attending multiple different
culinary institutes around the United States. We do have a handful that are currently at the
Culinary Institute of America in New York and both in the cuisine and the pastry program. Chef Alas,
he is our practicum instructor, is a proud Ella Miller alum. He graduated at the program, he
attended culinary school locally, he was able to work his way around the culinary industry, and then
he ended up back here at Miller. So we are excited for you.

[01:19:00–01:19:30]
We're excited for our program. Thank you guys. All right. Next up is digital audio. Hello, I'm
Nathan Vanderest. I teach the digital audio program at Miller. Um, so my program is focused around
all things audio. We start out where the students learn about the science of audio, the science of
sound, how sound travels through the air. Then they start learning about signal flow and mic setup.
So things basically as simple as uh an environment like this, where it would just be a few
microphones, some screens, some live sound, all the way up to large concerts that might happen at
like NRG or any of the big stadiums. So

[01:19:30–01:20:00]
So they start out recording their own projects. They do it digitally on the computers with MIDI
keyboards. They're basically like little piano keyboards where they learn how to compose, how to
produce, do things that people in the field would be making beats for artists. They then quickly
learn how to record actual musicians. I have a few musicians in my class that come in and volunteer
their time to record. I also play music for them to record, and they set up microphones for guitars,
basses, drums, pianos, every single instrument you could think of. They learn how to mix, they learn
how to master, they learn how to",0,0.17561269857951212,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,40,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:20:00,1:22:00,"[01:20:00–01:20:30]
get everything set up for full-on reproduction of commercial music. Um, in fact, a lot of my
students have gone on to create their own music. They have uh I have one student that actually just
signed a record deal with Sire Records. It's a subsidiary of Warner Brothers music. Um he's doing
video game music right now. He graduated back in 2020. Uh first time I was here, so that's pretty
huge. Um all my students also get the opportunity to apply to be members of Miller Video Crew, which
is uh the A V department for all of the KDISD football games at both Legacy and Rhodes Stadium. So
any game you're at.

[01:20:30–01:21:00]
anything you hear, anything you see up on the screen is all my students as well as Ms. Thompson, our
film teacher students. And that is a full student-run organization. Second semester, coming back
from the break, my students learn the other side of audio, which is post-production. So that is
things like podcasting. That is things like editing audio for uh books on tape, for um movies and
television and video games. Some of the projects they do is taking all the sound out of a movie
scene and recreating everything, from recreating all the footsteps to all of the different explosion
sounds, all the different

[01:21:30–01:22:00]
um movement sounds all the way to the music itself. And then lastly, we end with full live sound,
which is what I was talking about about the different venues. This is the first year that we are a
two-year program. It's always been traditionally a one-year program. So now we have the practicum in
digital audio, where it's much more of a project-based um class where the students actually go out
and they get clients on their own. That's what they're doing right now to bring in and record after
school their particular albums.",0,0.28516498997724354,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,41,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:22:00,1:24:00,"[01:22:00–01:22:30]
Right, and last we have veterinary medicine. Hello, I'm Ashley Bowen. I am one of three of the
VetMed teachers at Miller. Miller is a um we have a two year VetMed program. The first year we are
getting our kids ready to go into vet clinics. So we are teaching them skills like safety,
restraint, medical terminology, we're teaching them anatomy and physiology, they're learning lab
procedures, they're learning surgical assisting, how to calculate and count out medications. It's a
very science based course. After that first year course, our students then can go into the second
year.

[01:22:30–01:23:00]
where they are interning at vet clinics three days a week. And so this is really giving them the
opportunity to figure out is this a field they want to go into? Um, or is it something that maybe
they thought was going to be a lot of fun and a lot of puppies and it's really not, kind of like
Miss Corolla said. Um, and so in addition to them figuring that out, we are also teaching them to be
good employees. Um so that's something that no matter what field they go into is going to be a
benefit to them. Um we also teach our students and we prepare them to become certified veterinary
assistants, so they do have to meet certain requirements.

[01:23:00–01:23:30]
And the last two years we have had a 100% pass rate. So that is something, sorry, that we are very
excited about. We work very closely with our industry partners and we have developed a curriculum
that the Texas Vet Med Association, which is actually the state vet association, reached out to us
because they felt like we were preparing our students so well that they are collaborating with us
and we are helping to create a statewide curriculum through this the Texas Vet Med Association
because they want more programs run like KDISDs.

[01:23:30–01:24:00]
The ISDs. So that is something we are very proud of right now. We currently have students that are
at Texas, Texas Tech, Texas AM, and Kansas State in vet school. We have lots of students that are
currently practicing as veterinarians, veterinary technicians, and a lot of other areas in the
veterinary field. Oh, dog wash, sorry. So we do have an enterprise business. So that is our Miller
Dog Wash. We do that to help prepare our students. So, like we said, we're trying to prepare them to
go.",0,0.4708069195626698,1
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,42,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:24:00,1:26:00,"[01:24:00–01:24:30]
into clinics three days a week. And one of the big things that our clinics asked for was they wanted
those kids to have hands-on experience. So by bringing in outside clients and outside dogs, our
students are learning how to recognize behaviors, how to then restrain animals appropriately based
off the behaviors they're seeing, which is something that our clinics have really appreciated
because they come in with skills that a lot of other students don't. So we work with about 38
clinics in the area, and they all have told us that when they see a KDISD student, they're going to
take them over any.

[01:24:30–01:25:00]
others because of the preparation that we do with them. All right, so clearly that was just five of
our 19 programs. There's stories like that for every one of our programs. Um, so how do people know
about us basically? How do students and families find out about us? These are just a few of our
upcoming events that we're highlighting, and I think you've got flyers in your big books as well.
But we've got some upcoming fall family tour dates. This is something we started last year. Um we
kind of have some big nights, open houses, things like that, but thought maybe we're not catching
everybody. So we started.

[01:25:30–01:26:00]
this last year and are extending it through this year where we've got some Saturday dates and then
after school hours for families to come in with prospective students. So that's 7th through 11th
grade. I think this went out last week to our community. We're filling up fast, but this is just one
of the ways in which we are trying to recruit. Our recruitment season does start the summer before.
So we've already started our 25 26 recruitment this past summer just because it's a lot, a lot to
plan, a lot of different things. Another upcoming event is our elementary. We started this, I
believe this will be our.",0,0.3383808767758727,0
RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings,43,RELABEL_Katy_ISD-2024-09-23-Board_Meetings - Katy_ISD-2024-09-23-Board_Meetings.csv,1:26:00,1:28:00,"[01:26:00–01:26:30]
fourth annual Miller Monster Mash. This is for our elementary age students. We were thinking, how
can we get families in? How can we manage that though with the staff we have? We can't tour every
grade level. So this is one night of free trick-or-treating, safe indoors, where parents and
elementary age students can come through all of our lab spaces and get candy. Our students are
dressed up, our lab spaces are decorated in a kid friendly way. That way, parents and students are
associating positive things with Miller and kind of seeing, oh wow, I didn't know they had this lab
or an auto shop or you know, uh different things as they walk through our building.

[01:26:30–01:27:00]
And then lastly, these are just two of our really huge events, and these are the traditional events
we've had at Miller for many, many years, and those are our preview nights. We've got a high school
preview night and then a junior high preview night in January and February, and that's during that
course selection season when students are deciding what they want to do. And that can be as early as
junior high. We want students deciding what they want to do, maybe if that's coming to Miller in
high school, so they can make some course decisions early on, so they can get themselves to Miller
as 11th and 12th graders. But those are just a few of the things we've got, many other
opportunities.

[01:27:00–01:27:30]
Opportunities. And that is it for us tonight if you all have any questions. Thank you so much. So
super impressive. I mean, really, really appreciate uh the time and the report. So impressive. Um,
do you do you put out like a menu of items that the public could take advantage of, of services that
you provide, like for example, hair and auto, and for example, I'm interested in I'm interested in
the exercise physiologist. Okay, well, we don't have that. We're not open to the public for that
quite yet. But we do have four enterprise businesses. Yes.

[01:27:30–01:28:00]
Yes, and those um communications has actually been pushing out our information over the last
probably about two weeks. Auto Shop is open and they've been accepting business now for a few weeks.
Old Town Bistro will be opening soon at the end of October, as uh Chef Luckett kind of talked about.
Salon opened last week with a soft opening, and I think their flyer is going out soon as well to the
community. Um and then that med, y'all are having your first grooming Friday October 4th. And those
fill up really, really quick too, but that's been pushed out to the community as r uh already as
well. What about the dog wash?",0,0.28608219010101454,0
